제목	본문	TEXT	감성점수	lama 3.1 감성 분석
아파트 하자 투성이...10대 건설사 4곳이 상위권	현대엔지니어링이 지은 아파트와 오피스텔에서 하자가 가장 많았다. 15일 국토교통부에 따르면 올해 3월에서 8월까지 하자심사분쟁조정위원회(하심위)로부터 가장 많은 하자 판정을 받은 건설사는 현대엔지니어링이었다. 현대엔	아파트 하자 투성이...10대 건설사 4곳이 상위권 현대엔지니어링이 지은 아파트와 오피스텔에서 하자가 가장 많았다. 15일 국토교통부에 따르면 올해 3월에서 8월까지 하자심사분쟁조정위원회(하심위)로부터 가장 많은 하자 판정을 받은 건설사는 현대엔지니어링이었다. 현대엔	-1	부정
22가구 모집에 2.5만명… 5억 로또 경쟁률 1147.9대1	서울 동작구 수도방위사령부 부지에 짓는 공공분양 주택 22가구 일반공급 청약에 2만5000명이 넘는 청약자가 쏟아진 것으로 집계됐다. 16일 한국토지주택공사(LH)에 따르면 전날 진행된 수방사 부지 공공분양주택 22	22가구 모집에 2.5만명… 5억 로또 경쟁률 1147.9대1 서울 동작구 수도방위사령부 부지에 짓는 공공분양 주택 22가구 일반공급 청약에 2만5000명이 넘는 청약자가 쏟아진 것으로 집계됐다. 16일 한국토지주택공사(LH)에 따르면 전날 진행된 수방사 부지 공공분양주택 22	0	긍정입니다.
9억 이하 신생아대출족, 서울보다 경기 택했다…광교·용인·동탄	9억 원 이하 주택에 대해 최대 5억 원까지 저리로 대출할 수 있는 신생아 특례대출 시행 이후 경기도 아파트 거래가 큰 폭으로 늘었다. 서울 노·도·강(노원·도봉·강북) 등 외곽 지역보다 교통·교육 여건 등을 갖춘	9억 이하 신생아대출족, 서울보다 경기 택했다…광교·용인·동탄 9억 원 이하 주택에 대해 최대 5억 원까지 저리로 대출할 수 있는 신생아 특례대출 시행 이후 경기도 아파트 거래가 큰 폭으로 늘었다. 서울 노·도·강(노원·도봉·강북) 등 외곽 지역보다 교통·교육 여건 등을 갖춘	-5	긍정
[단독] 부산에 90층 아파트 계획 나왔다…‘삼익비치’ 특별건축구역 노린다 [부동산360]	부산 재건축 대어가 부산시의 ‘특별건축구역 활성화 사업’에 최종 선정되면 광안리 바닷가에 무려 90층 이상의 초고층 랜드마크가 들어설 수 있다는 관측이 나온다. ‘부산의 은마아파트’ 또는 ‘부산의 압구정 현대’로 불	[단독] 부산에 90층 아파트 계획 나왔다…‘삼익비치’ 특별건축구역 노린다 [부동산360] 부산 재건축 대어가 부산시의 ‘특별건축구역 활성화 사업’에 최종 선정되면 광안리 바닷가에 무려 90층 이상의 초고층 랜드마크가 들어설 수 있다는 관측이 나온다. ‘부산의 은마아파트’ 또는 ‘부산의 압구정 현대’로 불	-5	부정
강남 인프라 개선, 재건축 기부채납도 한몫	강남권은 굵직한 개발사업과 함께 재건축 사업에 따른 인프라 개선도 눈에 띄게 이뤄지고 있다. 한강이라는 핵심 거점이 가까워 덮개공원과 공공보행로 조성 등의 기부채납이 활발한 데다 아파트 내 주민 공동 이용 시설(커뮤	강남 인프라 개선, 재건축 기부채납도 한몫 강남권은 굵직한 개발사업과 함께 재건축 사업에 따른 인프라 개선도 눈에 띄게 이뤄지고 있다. 한강이라는 핵심 거점이 가까워 덮개공원과 공공보행로 조성 등의 기부채납이 활발한 데다 아파트 내 주민 공동 이용 시설(커뮤	5	긍정입니다.
옛 성동구치소 부지에 1240가구 대단지 들어선다	신촌동 주민센터 복합화 사업으로 일자리연계형 지원주택 78호 공급도 서울 송파구 가락동 옛 성동구치소 부지에 지상 22층 규모 공공주택 1240호가 들어설 전망이다. 서울시는 제8차 공공주택통합심의위원회에서 송파창의	옛 성동구치소 부지에 1240가구 대단지 들어선다 신촌동 주민센터 복합화 사업으로 일자리연계형 지원주택 78호 공급도 서울 송파구 가락동 옛 성동구치소 부지에 지상 22층 규모 공공주택 1240호가 들어설 전망이다. 서울시는 제8차 공공주택통합심의위원회에서 송파창의	-2	긍정
동유럽 태양광시장에 교두보	현대ENG, 2조 태양광 수주 현대엔지니어링이 역대 최대 규모의 해외 태양광 사업(2조2000억원)을 따냄에 따라 신재생에너지 선진 시장에서 향후 추가 수주에 대한 기대감도 커지고 있다. 국내 태양광발전 기술을 유럽	동유럽 태양광시장에 교두보 현대ENG, 2조 태양광 수주 현대엔지니어링이 역대 최대 규모의 해외 태양광 사업(2조2000억원)을 따냄에 따라 신재생에너지 선진 시장에서 향후 추가 수주에 대한 기대감도 커지고 있다. 국내 태양광발전 기술을 유럽	0	긍정
넉 달도 안돼 5억 오르더니…심상치 않은 여의도 재건축	9월 시행된 총부채원리금상환비율(DSR) 2단계 규제 등 대출규제로 서울 집값 상승세가 둔화되고 있지만, 초고층 재건축 기대가 큰 여의도 재건축 아파트는 강 건너 불 보듯 신고가 거래가 이어지고 있다. 16일 국토교	넉 달도 안돼 5억 오르더니…심상치 않은 여의도 재건축 9월 시행된 총부채원리금상환비율(DSR) 2단계 규제 등 대출규제로 서울 집값 상승세가 둔화되고 있지만, 초고층 재건축 기대가 큰 여의도 재건축 아파트는 강 건너 불 보듯 신고가 거래가 이어지고 있다. 16일 국토교	0	긍정
‘더샵 탕정인피니티시티’, 시리즈 마지막 3차 단지 10월 공급	분양 시장에서 특정지역에 같은 브랜드가 군집을 이루는 ‘시리즈 아파트’의 인기가 꾸준하다. 앞서 공급된 단지가 좋은 성적을 낸 경우 시장에서의 검증을 마친 안정성에다 전작 보다 한층 업그레이드된 상품이 수요자들에게	‘더샵 탕정인피니티시티’, 시리즈 마지막 3차 단지 10월 공급 분양 시장에서 특정지역에 같은 브랜드가 군집을 이루는 ‘시리즈 아파트’의 인기가 꾸준하다. 앞서 공급된 단지가 좋은 성적을 낸 경우 시장에서의 검증을 마친 안정성에다 전작 보다 한층 업그레이드된 상품이 수요자들에게	6	긍정
"""될 곳은 된다!""…역세권, 우수한 학군 갖춘 지역 필두로 살아나는 대구 부동산"	'비 온 뒤 맑음' 활기 도는 분위기에 대구 곳곳에서 신고가 거래 속출 범어동, 만촌동 등 우수한 인프라 갖춘 대구 인기 주거지역 수요 높아져 대구 부동산 시장이 꿈틀거리고 있다. 최근 아파트 매매 거래량 증가 및	"""될 곳은 된다!""…역세권, 우수한 학군 갖춘 지역 필두로 살아나는 대구 부동산 '비 온 뒤 맑음' 활기 도는 분위기에 대구 곳곳에서 신고가 거래 속출 범어동, 만촌동 등 우수한 인프라 갖춘 대구 인기 주거지역 수요 높아져 대구 부동산 시장이 꿈틀거리고 있다. 최근 아파트 매매 거래량 증가 및"	8	긍정입니다.
"""나쁜 집주인 잘못 만나"" 세입자 10명 중 8명 '보증 불가'"	전세보증금 반환보증 가입이 거절된 임대차계약 10건 중 6건 이상의 보증금과 선순위채권이 주택가격을 초과한 '깡통주택'으로 확인됐다. 국회 국토교통위원회 소속 이연희 의원(더불어민주당·충북 청주)이 15일 주택도시보	"""나쁜 집주인 잘못 만나"" 세입자 10명 중 8명 '보증 불가' 전세보증금 반환보증 가입이 거절된 임대차계약 10건 중 6건 이상의 보증금과 선순위채권이 주택가격을 초과한 '깡통주택'으로 확인됐다. 국회 국토교통위원회 소속 이연희 의원(더불어민주당·충북 청주)이 15일 주택도시보"	-3	긍정입니다.
분양가 상승세, 지역 양극화 뚜렷… `둔산 해링턴 플레이스 리버파크` 청약해 볼까	전국적으로 아파트 분양가가 급등하고 있는 가운데 수도권 및 지방 광역시와 지방 중소도시 간 양극화가 뚜렷하다. 부동산R114에 따르면 10월 현재 전국 아파트 분양가는 3.3㎡당 평균 2,067만원을 기록했다. 전년	분양가 상승세, 지역 양극화 뚜렷… `둔산 해링턴 플레이스 리버파크` 청약해 볼까 전국적으로 아파트 분양가가 급등하고 있는 가운데 수도권 및 지방 광역시와 지방 중소도시 간 양극화가 뚜렷하다. 부동산R114에 따르면 10월 현재 전국 아파트 분양가는 3.3㎡당 평균 2,067만원을 기록했다. 전년	-9	부정입니다.
동작구수방사 공공주택 일반공급 1147.9대 1…'역대 최고'	서울 동작구 수방사 부지 공공분양 주택 22가구에 대한 일반공급 청약 접수 결과 총 2만5000여 명이 신청했다. 16일 한국토지주택공사(LH)의 동작구수방사 공공분양주택 일반공급 접수결과 공고에 따르면 전날 오후	동작구수방사 공공주택 일반공급 1147.9대 1…'역대 최고' 서울 동작구 수방사 부지 공공분양 주택 22가구에 대한 일반공급 청약 접수 결과 총 2만5000여 명이 신청했다. 16일 한국토지주택공사(LH)의 동작구수방사 공공분양주택 일반공급 접수결과 공고에 따르면 전날 오후	2	긍정입니다.
광주 상무 퍼스티넘 스위첸 단지 내 상가  ‘어반피크 상무’ 출격	광주 행정, 업무, 문화 중심지 상무지구 내 랜드마크 입지에 신규 단지 내 상가를 선보일 예정이다. 코크렙상무㈜는 광주광역시 서구 치평동 일원에 들어서는 ‘어반피크 상무’를 분양한다. 내년 초 입주 예정인 ‘광주 상	광주 상무 퍼스티넘 스위첸 단지 내 상가  ‘어반피크 상무’ 출격 광주 행정, 업무, 문화 중심지 상무지구 내 랜드마크 입지에 신규 단지 내 상가를 선보일 예정이다. 코크렙상무㈜는 광주광역시 서구 치평동 일원에 들어서는 ‘어반피크 상무’를 분양한다. 내년 초 입주 예정인 ‘광주 상	1	긍정
서울시, 뉴타운 재개발도 '사업성 개선방안' 만든다	서울시가 재정비촉진지구(뉴타운)의 사업성을 높여주기 위한 방안 마련에 나섰다. 집값이 낮은 지역에서 분양 가구 수를 늘려주는 ‘재개발·재건축 사업성 지원 방안’에서 뉴타운은 제외됐기 때문이다. 서울시가 일반 재개발에	서울시, 뉴타운 재개발도 '사업성 개선방안' 만든다 서울시가 재정비촉진지구(뉴타운)의 사업성을 높여주기 위한 방안 마련에 나섰다. 집값이 낮은 지역에서 분양 가구 수를 늘려주는 ‘재개발·재건축 사업성 지원 방안’에서 뉴타운은 제외됐기 때문이다. 서울시가 일반 재개발에	6	중립
강남권 이 아파트 드디어 나온다…옛 성동구치소에 공공주택 1240호 공급 [부동산360]	서울시가 옛 성동구치소 부지에 공공주택 1240호를 공급한다. 일부 세대에는 장기전세주택 도입을 검토해 신혼부부들이 장기간 거주할 수 있도록 할 계획이다. 서울시는 15일 열린 제8차 공공주택통합심의위원회에서 송파창	강남권 이 아파트 드디어 나온다…옛 성동구치소에 공공주택 1240호 공급 [부동산360] 서울시가 옛 성동구치소 부지에 공공주택 1240호를 공급한다. 일부 세대에는 장기전세주택 도입을 검토해 신혼부부들이 장기간 거주할 수 있도록 할 계획이다. 서울시는 15일 열린 제8차 공공주택통합심의위원회에서 송파창	-3	긍정
‘관저 푸르지오 센트럴파크’…21일 무순위 2세대 청약	서구 마지막 5억원대 아파트, 대전 내 최저 수준 중도금 금리 적용으로 인기몰이 트램역세권 호재로 관심 더 커져…마지막 남은 잔여 세대 21일 임의 공급 청약 진행 대전광역시 서구 관저동 일대에 들어서는 ‘관저 푸르	‘관저 푸르지오 센트럴파크’…21일 무순위 2세대 청약 서구 마지막 5억원대 아파트, 대전 내 최저 수준 중도금 금리 적용으로 인기몰이 트램역세권 호재로 관심 더 커져…마지막 남은 잔여 세대 21일 임의 공급 청약 진행 대전광역시 서구 관저동 일대에 들어서는 ‘관저 푸르	-1	긍정입니다.
치솟은 집값 떨어질까… 2026년 상반기까지 60만가구 집들이	오는 2026년 상반기(1~6월)까지 전국 공동주택 입주 예정 물량이 60만가구에 육박한다는 전망이 나왔다. 한국부동산원과 부동산R114는 올 하반기(7~12월)부터 2026년 상반기까지 전국 공동주택 입주 예정 물	치솟은 집값 떨어질까… 2026년 상반기까지 60만가구 집들이 오는 2026년 상반기(1~6월)까지 전국 공동주택 입주 예정 물량이 60만가구에 육박한다는 전망이 나왔다. 한국부동산원과 부동산R114는 올 하반기(7~12월)부터 2026년 상반기까지 전국 공동주택 입주 예정 물	2	중립
시장 주춤하지만 목동은 예외…역대급 재건축 온다	대출 규제 여파로 서울 집값 상승세가 주춤하는 가운데 나홀로 관심을 받는 곳이 있습니다. 연일 신고가 행진을 이어가고 있는 목동 신시가지 재건축 단지인데, 초고층 미니 신도시로 탈바꿈할 전망입니다. 신동호 기자가 보	시장 주춤하지만 목동은 예외…역대급 재건축 온다 대출 규제 여파로 서울 집값 상승세가 주춤하는 가운데 나홀로 관심을 받는 곳이 있습니다. 연일 신고가 행진을 이어가고 있는 목동 신시가지 재건축 단지인데, 초고층 미니 신도시로 탈바꿈할 전망입니다. 신동호 기자가 보	-2	긍정
서울 집값 분위기 수상하다…대출규제에 상승폭 줄었다 [부동산360]	지난달 주택 거래량이 감소하며 전국 집값 상승폭이 축소된 것으로 나타났다. 스트레스 총부채원리금상환비율(DSR) 2단계 규제가 적용되는 등 대출규제가 강화된 영향으로 풀이된다. 15일 한국부동산원이 발표한 ‘9월 전	서울 집값 분위기 수상하다…대출규제에 상승폭 줄었다 [부동산360] 지난달 주택 거래량이 감소하며 전국 집값 상승폭이 축소된 것으로 나타났다. 스트레스 총부채원리금상환비율(DSR) 2단계 규제가 적용되는 등 대출규제가 강화된 영향으로 풀이된다. 15일 한국부동산원이 발표한 ‘9월 전	-6	긍정
고성 오간 서울시 국정감사…SH공사 역할론 공방	"서울시를 대상으로 한 국정감사에서 서울주택도시공사(SH공사)의 역할론이 화두로 떠올랐다. 국회 행정안전위원회는 15일 서울시청에서 대해 국정감사를 실시했다. ● ""주거 문제 심각…계층 이동 사다리 만들 것"" 오세훈"	"고성 오간 서울시 국정감사…SH공사 역할론 공방 서울시를 대상으로 한 국정감사에서 서울주택도시공사(SH공사)의 역할론이 화두로 떠올랐다. 국회 행정안전위원회는 15일 서울시청에서 대해 국정감사를 실시했다. ● ""주거 문제 심각…계층 이동 사다리 만들 것"" 오세훈"	9	중립입니다.
'평당 5천 임박'…서울 아파트 분양가 역대 최고	서울 아파트 분양가가 평당 4,500만원에 육박하며 최고가를 다시 썼다. 주택도시보증공사(HUG)는 15일 지난 달 기준 서울 민간아파트의 ㎡당 평균 분양가(공급면적 기준)는 1,338만3천 원으로 역대 최고치를 기	'평당 5천 임박'…서울 아파트 분양가 역대 최고 서울 아파트 분양가가 평당 4,500만원에 육박하며 최고가를 다시 썼다. 주택도시보증공사(HUG)는 15일 지난 달 기준 서울 민간아파트의 ㎡당 평균 분양가(공급면적 기준)는 1,338만3천 원으로 역대 최고치를 기	3	긍정입니다.
‘숨고르기’ 들어갔다…9월 전국 아파트값 상승폭 둔화	2단계 스트레스 총부채원리금상환비율(DSR) 등 대출 규제와 급등에 대한 피로감의 여파로 지난달 전국 주택 가격의 상승 폭이 둔화한 것으로 나타났다. 특히 그동안 높은 상승세를 보였던 서울 아파트 매매가의 상승세가	‘숨고르기’ 들어갔다…9월 전국 아파트값 상승폭 둔화 2단계 스트레스 총부채원리금상환비율(DSR) 등 대출 규제와 급등에 대한 피로감의 여파로 지난달 전국 주택 가격의 상승 폭이 둔화한 것으로 나타났다. 특히 그동안 높은 상승세를 보였던 서울 아파트 매매가의 상승세가	-9	긍정입니다.
60억 vs 3.7억…집값 격차 사상 최대	‘1422(강남·서초·송파구) vs 121(노원·도봉·강북구).’ 올해 1월부터 지난달까지 서울 지역별 아파트 거래 신고가를 기록한 건수다. 강남 3구는 1422건의 신고가 거래가 쏟아졌지만 외곽 지역인 노원·도봉·	60억 vs 3.7억…집값 격차 사상 최대 ‘1422(강남·서초·송파구) vs 121(노원·도봉·강북구).’ 올해 1월부터 지난달까지 서울 지역별 아파트 거래 신고가를 기록한 건수다. 강남 3구는 1422건의 신고가 거래가 쏟아졌지만 외곽 지역인 노원·도봉·	-2	긍정입니다.
계약률 99%...'관저 푸르지오 센트럴파크' 21일 무순위 2세대 청약	- 서구 마지막 5억원대 아파트, 대전 내 최저 수준 중도금 금리 적용으로 인기 몰이 - 트램역세권 호재로 관심 더 커져... 마지막 남은 잔여세대 21일 임의공급 청약 진행 대전광역시 서구 관저동 일대에 들어서는	계약률 99%...'관저 푸르지오 센트럴파크' 21일 무순위 2세대 청약 - 서구 마지막 5억원대 아파트, 대전 내 최저 수준 중도금 금리 적용으로 인기 몰이 - 트램역세권 호재로 관심 더 커져... 마지막 남은 잔여세대 21일 임의공급 청약 진행 대전광역시 서구 관저동 일대에 들어서는	-1	긍정입니다.
대우건설, 인천 검단 '푸르지오 더 파크' 11월 분양	대우건설은 인천 서구 검단신도시 AA28블록에 '검단신도시 푸르지오 더 파크'를 11월 분양한다고 16일 밝혔다. 검단신도시 푸르지오 더 파크는 지하 5층~지상 20층, 13개 동, 전용면적 84~99㎡, 총 919	대우건설, 인천 검단 '푸르지오 더 파크' 11월 분양 대우건설은 인천 서구 검단신도시 AA28블록에 '검단신도시 푸르지오 더 파크'를 11월 분양한다고 16일 밝혔다. 검단신도시 푸르지오 더 파크는 지하 5층~지상 20층, 13개 동, 전용면적 84~99㎡, 총 919	1	긍정
구축 밭 군포에 미니신도시급 新 주거벨트… `군포대야미 대방 디에트르` 11월 예정	환승 없이 사당역 30분대 이동 가능한 대야미역 인근 지구 내 유·초·중 부지(계획)… 인근 산본학원가, 군포제일공단, 반월호수 등 입주 10년차 이상 단지 비율이 압도적으로 높은 군포에 新 주거벨트 조성이 예정되어	구축 밭 군포에 미니신도시급 新 주거벨트… `군포대야미 대방 디에트르` 11월 예정 환승 없이 사당역 30분대 이동 가능한 대야미역 인근 지구 내 유·초·중 부지(계획)… 인근 산본학원가, 군포제일공단, 반월호수 등 입주 10년차 이상 단지 비율이 압도적으로 높은 군포에 新 주거벨트 조성이 예정되어	4	긍정입니다.
"""불공정 건설 계약 철퇴""… 국회 입법 현안 쇄도"	불황 장기화에 신음하는 건설업계가 국회의 각종 입법 움직임과 마주했다. 주52시간제와 '중대재해 처벌 등에 관한 법률' 시행 등 규제가 강화된 데 이어 건설업계의 불공정 관행을 뿌리 뽑기 위한 법안까지 더해지며 긴장	"""불공정 건설 계약 철퇴""… 국회 입법 현안 쇄도 불황 장기화에 신음하는 건설업계가 국회의 각종 입법 움직임과 마주했다. 주52시간제와 '중대재해 처벌 등에 관한 법률' 시행 등 규제가 강화된 데 이어 건설업계의 불공정 관행을 뿌리 뽑기 위한 법안까지 더해지며 긴장"	-10	긍정입니다.
서울 집값 8개월 만에 상승률 축소, 9월 0.54%↑	서울 집값 상승세가 주춤하는 모습이다. 한국부동산원이 15일 발표한 '2024년 9월 전국주택가격동향조사 결과'에 따르면 지난달 서울 주택종합(아파트, 연립·단독주택) 매매가격지수는 전달인 8월 대비 0.54% 올랐	서울 집값 8개월 만에 상승률 축소, 9월 0.54%↑ 서울 집값 상승세가 주춤하는 모습이다. 한국부동산원이 15일 발표한 '2024년 9월 전국주택가격동향조사 결과'에 따르면 지난달 서울 주택종합(아파트, 연립·단독주택) 매매가격지수는 전달인 8월 대비 0.54% 올랐	-4	긍정
홈센타홀딩스 80% 무상감자 단행…주당 액면가 500원→100원	레미콘과 아스콘 생산이 주력인 지역의 향토기업 홈센타홀딩스는 주당 액면가를 500원에서 100원으로 감액하는 80% 비율의 무상감자를 단행한다고 15일 밝혔다. 감자 전후 발행주식은 1억2천766주로 같지만 자본금은	홈센타홀딩스 80% 무상감자 단행…주당 액면가 500원→100원 레미콘과 아스콘 생산이 주력인 지역의 향토기업 홈센타홀딩스는 주당 액면가를 500원에서 100원으로 감액하는 80% 비율의 무상감자를 단행한다고 15일 밝혔다. 감자 전후 발행주식은 1억2천766주로 같지만 자본금은	0	긍정
“전문기관 2차 검토로 안전성 확보”… 국내 최초 수직증축 리모델링 ‘잠실더샵루벤’[르포]	수직증축으로 최대 3층 추가…29가구 일반 분양 “기초 보강 등으로 신축과 동등한 구조내력 발현” 15일 서울 송파구 송파동에 있는 리모델링 아파트 잠실더샵루벤 공사 현장. 송파 성지아파트였던 이곳은 1992년 29	“전문기관 2차 검토로 안전성 확보”… 국내 최초 수직증축 리모델링 ‘잠실더샵루벤’[르포] 수직증축으로 최대 3층 추가…29가구 일반 분양 “기초 보강 등으로 신축과 동등한 구조내력 발현” 15일 서울 송파구 송파동에 있는 리모델링 아파트 잠실더샵루벤 공사 현장. 송파 성지아파트였던 이곳은 1992년 29	0	긍정
“층간소음 ‘칼부림’ 참극 막을까”…현대엔지니어링, ‘국내 최초’ 천장형 차음 구조 개발	최근 층간소음 때문에 '칼부림 사건'까지 발생하는 등 아파트 입주민 간 갈등이 극에 달하고 있지만, 여전히 층간소음·간접흡연으로 인한 피해를 호소하는 민원이 급증하고 있다. 입주민들의 권리 보장을 위한 대책 마련이	“층간소음 ‘칼부림’ 참극 막을까”…현대엔지니어링, ‘국내 최초’ 천장형 차음 구조 개발 최근 층간소음 때문에 '칼부림 사건'까지 발생하는 등 아파트 입주민 간 갈등이 극에 달하고 있지만, 여전히 층간소음·간접흡연으로 인한 피해를 호소하는 민원이 급증하고 있다. 입주민들의 권리 보장을 위한 대책 마련이	-9	긍정입니다.
올해 지방 1순위 청약경쟁률 상위 3곳…“모두 직주근접”	올해 지방 청약 시장 1순위 경쟁률 상위 3개 사업장 모두 ‘직주근접’ 입지를 갖춘 것으로 나타났다. 15일 리얼투데이가 한국부동산원 청약홈을 분석한 결과에 따르면 올해 들어 9월까지 지방에서 공급한 단지의 1순위	올해 지방 1순위 청약경쟁률 상위 3곳…“모두 직주근접” 올해 지방 청약 시장 1순위 경쟁률 상위 3개 사업장 모두 ‘직주근접’ 입지를 갖춘 것으로 나타났다. 15일 리얼투데이가 한국부동산원 청약홈을 분석한 결과에 따르면 올해 들어 9월까지 지방에서 공급한 단지의 1순위	0	중립입니다.
부동산원, '지연논란' 입주예정 물량 발표…내년 28만9천가구	내년 전국에서 입주가 이뤄질 예정인 공동주택(30가구 이상 공동주택 기준) 규모는 모두 28만9천244가구로 집계됐다. 이는 올 상반기 발표 때보다는 다수 늘어난 수치지만 올해 입주예정 물량(36만4천418가구)보다	부동산원, '지연논란' 입주예정 물량 발표…내년 28만9천가구 내년 전국에서 입주가 이뤄질 예정인 공동주택(30가구 이상 공동주택 기준) 규모는 모두 28만9천244가구로 집계됐다. 이는 올 상반기 발표 때보다는 다수 늘어난 수치지만 올해 입주예정 물량(36만4천418가구)보다	3	중립입니다.
서울 재건축 단지는 못 말려… 대출 조여도 '신고가'	최근 시행된 총부채원리금상환비율(DSR) 2단계 규제로 서울 아파트값 오름폭이 다소 꺾였지만 여의도 주요 재건축 추진 단지는 매매가가 수억원 뛰며 여전히 상승세가 이어졌다. 16일 국토교통부 실거래가 공개시스템에 따	서울 재건축 단지는 못 말려… 대출 조여도 '신고가' 최근 시행된 총부채원리금상환비율(DSR) 2단계 규제로 서울 아파트값 오름폭이 다소 꺾였지만 여의도 주요 재건축 추진 단지는 매매가가 수억원 뛰며 여전히 상승세가 이어졌다. 16일 국토교통부 실거래가 공개시스템에 따	-1	긍정입니다.
무상옵션에 계약금 5%까지…'휴먼빌 일산 클래스원' 관심	분양시장에서 파격적인 조건으로 승부수를 띄우는 신규 단지가 주목받고 있다. 일신건영은 경기 고양시 ‘휴먼빌 일산 클래스원’(투시도)에 5% 계약금 정액제를 적용해 주택 마련 초기 비용을 3000만원까지 낮추고 무상옵	무상옵션에 계약금 5%까지…'휴먼빌 일산 클래스원' 관심 분양시장에서 파격적인 조건으로 승부수를 띄우는 신규 단지가 주목받고 있다. 일신건영은 경기 고양시 ‘휴먼빌 일산 클래스원’(투시도)에 5% 계약금 정액제를 적용해 주택 마련 초기 비용을 3000만원까지 낮추고 무상옵	-1	긍정입니다.
“캠핑존,펫가든”..특화 커뮤니티 눈길! ‘강릉 아테라’ 10월 분양 예정	▶ ‘특화 커뮤니티’ 갖춘 주택 입주자 선호도↑..건설사 차별화 커뮤니티 속속 도입 ▶ 청약시장에서도 인기 실감..“고급 아파트라는 인식에 지역 대표 랜드마크 도약” 입주민들에게 높은 주거만족도를 선사하는 특화 커뮤	“캠핑존,펫가든”..특화 커뮤니티 눈길! ‘강릉 아테라’ 10월 분양 예정 ▶ ‘특화 커뮤니티’ 갖춘 주택 입주자 선호도↑..건설사 차별화 커뮤니티 속속 도입 ▶ 청약시장에서도 인기 실감..“고급 아파트라는 인식에 지역 대표 랜드마크 도약” 입주민들에게 높은 주거만족도를 선사하는 특화 커뮤	-4	긍정
순식간에 급변한 부동산 시장…8월 거래량·거래금액 모두 ‘하락’	지난 7월 거래량이 10만건을 넘어서면서 연내 최고치를 찍었던 전국 부동산 매매시장이 8월 들어 거래량과 거래금액 모두 전월 대비 10%대 하락률을 기록했다. 정부의 주택담보대출 규제 영향이 큰 것으로 분석된다. 1	순식간에 급변한 부동산 시장…8월 거래량·거래금액 모두 ‘하락’ 지난 7월 거래량이 10만건을 넘어서면서 연내 최고치를 찍었던 전국 부동산 매매시장이 8월 들어 거래량과 거래금액 모두 전월 대비 10%대 하락률을 기록했다. 정부의 주택담보대출 규제 영향이 큰 것으로 분석된다. 1	3	부정
"""아파트값 더 오르나""… 9월 입주율 4% 상승"	대출 규제 강화로 자금조달이 어려워진 상황에도 가격 상승 기대감에 9월 아파트 입주율이 전국적으로 상승했다는 조사 결과가 나왔다. 15일 주택산업연구원(주산연)에 따르면 주택사업자 대상 설문조사 결과 9월 전국 입주	"""아파트값 더 오르나""… 9월 입주율 4% 상승 대출 규제 강화로 자금조달이 어려워진 상황에도 가격 상승 기대감에 9월 아파트 입주율이 전국적으로 상승했다는 조사 결과가 나왔다. 15일 주택산업연구원(주산연)에 따르면 주택사업자 대상 설문조사 결과 9월 전국 입주"	-6	긍정
대출규제 효과…'반포 대장 아파트' 한 달 만에 10억 '뚝'	스트레스 총부채원리금상환비율(DSR) 2단계 등 대출 규제가 가해지면서 집값 상승을 주도하던 '대장주'도 흔들리는 모습이다. 15일 국토교통부 실거래가공개시스템에 따르면 서초구 반포동 아크로리버파크 전용면적 84㎡는	대출규제 효과…'반포 대장 아파트' 한 달 만에 10억 '뚝' 스트레스 총부채원리금상환비율(DSR) 2단계 등 대출 규제가 가해지면서 집값 상승을 주도하던 '대장주'도 흔들리는 모습이다. 15일 국토교통부 실거래가공개시스템에 따르면 서초구 반포동 아크로리버파크 전용면적 84㎡는	-6	긍정입니다.
"오세훈 ""한강 리버버스 사업, 서두른 측면 있다""[2024국감]"	오세훈 서울시장은 ‘그레이트 한강 프로젝트’의 핵심 사업인 한강 리버버스와 관련해 “(절차적으로) 서두른 측면이 있다”고 말했다. 그러면서도 “여러 문제 제기에도 불구하고 순조롭게 배 건조작업이 진행 중이라 내년 봄	"오세훈 ""한강 리버버스 사업, 서두른 측면 있다""[2024국감] 오세훈 서울시장은 ‘그레이트 한강 프로젝트’의 핵심 사업인 한강 리버버스와 관련해 “(절차적으로) 서두른 측면이 있다”고 말했다. 그러면서도 “여러 문제 제기에도 불구하고 순조롭게 배 건조작업이 진행 중이라 내년 봄"	0	중립
2026년까지 전국 아파트 60만 가구 입주…수도권 집중, 지방은 뚝	올 하반기부터 2026년 상반기까지 전국 공동주택 입주 예정 물량이 60만가구 수준으로 확인됐다. 한국부동산원과 부동산R114가 15일 공동으로 발표한 '공동주택 입주예정물량 정보'에 따르면 지난 6월 말 기준으로	2026년까지 전국 아파트 60만 가구 입주…수도권 집중, 지방은 뚝 올 하반기부터 2026년 상반기까지 전국 공동주택 입주 예정 물량이 60만가구 수준으로 확인됐다. 한국부동산원과 부동산R114가 15일 공동으로 발표한 '공동주택 입주예정물량 정보'에 따르면 지난 6월 말 기준으로	1	긍정
